loan_id,gender,ageGroup,effortRate,savingsRate,distCrime,expenses,age,account_id,date,amount,duration,payments,status
5332,female,adult,4.27,2.34,15.34,23032,31,1869,1998-01-29,37944,36,1054,
6866,female,adult,11.87,-8.08,3.17,41375,36,9201,1998-02-05,122472,24,5103,
6633,female,adult,66.12,-288.84,8.82,32672,27,7997,1998-02-05,160656,24,6694,
6926,female,adult,16.67,-15.98,4.83,37218,43,9455,1998-02-07,374760,60,6246,
6442,female,adult,34.39,-52.48,4.56,13888,52,7082,1998-02-08,194160,48,4045,
5889,male,adult,53.3,-466.88,7.26,51589,27,4456,1998-02-09,321240,60,5354,
5765,male,adult,77.71,-276.96,4.25,24700,48,3875,1998-02-10,153936,24,6414,
5124,male,adult,16.67,-13.96,4.5,25310,45,785,1998-02-12,156096,36,4336,
5491,female,adult,94.72,-162.04,15.34,15780,60,2545,1998-02-13,428784,48,8933,
6730,female,kid,16.67,-7.5,9.65,42256,17,8523,1998-02-15,93036,12,7753,
7151,male,adult,63.69,-274.89,7.11,27243,56,10493,1998-02-18,133800,24,5575,
5140,female,adult,42.84,-81.67,4.83,9640,26,873,1998-02-24,178500,60,2975,
7171,male,adult,8.72,-5.12,5.14,45214,47,10650,1998-02-24,196224,48,4088,
6568,female,adult,44.88,-126.43,4.15,14864,42,7713,1998-02-25,220440,60,3674,
6861,female,adult,16.67,2.98,4.28,17278,37,9179,1998-02-28,215040,60,3584,
6855,female,adult,19.19,-54.81,6.73,10257,61,9153,1998-03-01,52236,36,1451,
7129,male,adult,13.15,-12.22,15.34,24391,28,10404,1998-03-01,194280,60,3238,
5384,male,adult,10.69,3.53,3.47,15604,37,2142,1998-03-07,23328,12,1944,
6859,female,adult,51.72,-225.3,4.82,23998,57,9167,1998-03-07,272220,60,4537,
5772,male,adult,16.67,1.58,3.86,27357,42,3906,1998-03-08,334620,60,5577,
5665,female,adult,16.67,-2.75,7.11,17485,52,3390,1998-03-11,40632,12,3386,
6495,female,adult,42.48,-234.23,9.26,28073,44,7274,1998-03-12,49044,12,4087,
5061,female,adult,10.67,-11.67,3.73,16628,40,440,1998-03-13,84288,48,1756,
6948,female,adult,34.79,-36.17,15.34,12714,26,9560,1998-03-15,157068,36,4363,
5773,female,adult,61.52,-205.93,7.29,22156,37,3907,1998-03-16,133848,24,5577,
6052,male,adult,9.72,-49.17,5.92,8914,57,5164,1998-03-23,22356,36,621,
6682,male,adult,16.67,-7.84,4.15,16506,59,8225,1998-03-30,36204,12,3017,
6083,male,adult,16.67,-4.82,7.07,26505,41,5305,1998-03-31,240528,48,5011,
6962,female,adult,46.36,-201.75,15.34,32029,30,9646,1998-04-02,279072,48,5814,
5158,female,adult,51.46,-545.57,7.0,60463,22,1004,1998-04-11,188532,36,5237,
6464,female,adult,9.99,11.79,5.94,16149,56,7156,1998-04-16,49488,24,2062,
5172,male,adult,12.22,-34.87,5.39,14218,18,1083,1998-04-16,50976,36,1416,
5582,female,adult,7.05,13.03,4.08,38964,57,2982,1998-04-17,41256,12,3438,
6136,male,adult,25.96,-224.49,6.33,27002,40,5572,1998-04-19,140880,60,2348,
6235,male,adult,14.33,2.89,8.54,30942,22,6062,1998-04-19,321360,60,5356,
6508,female,adult,16.67,-28.03,4.08,15413,57,7437,1998-04-19,110736,48,2307,
4968,female,adult,16.67,-25.14,4.08,15013,57,38,1998-04-19,110736,48,2307,
6632,female,adult,33.94,-438.0,6.73,44857,30,7990,1998-04-23,144960,48,3020,
7195,female,adult,126.34,-256.52,4.85,12874,55,10774,1998-04-23,339168,48,7066,
5525,female,adult,30.66,-657.78,5.44,61856,54,2720,1998-04-27,93888,36,2608,
6320,male,adult,47.33,-55.57,7.39,20004,31,6495,1998-04-28,104964,12,8747,
6766,female,adult,8.42,-3.86,15.34,35114,40,8784,1998-04-28,74352,24,3098,
6872,female,adult,72.19,-173.5,6.01,8904,31,9227,1998-04-29,191580,60,3193,
5906,female,adult,22.78,-546.11,5.03,61666,53,4533,1998-05-05,81144,36,2254,
7172,female,adult,12.64,-1.22,15.34,26700,19,10652,1998-05-07,45720,12,3810,
6571,female,adult,13.64,0.87,4.08,36583,47,7733,1998-05-12,140064,24,5836,
5616,male,adult,81.26,-135.03,6.38,10321,49,3143,1998-05-15,130896,24,5454,
6312,male,adult,7.37,-53.77,8.39,6039,46,6453,1998-05-17,10944,36,304,
6470,female,adult,46.65,-247.83,4.75,26832,30,7181,1998-05-17,49872,12,4156,
5147,female,adult,7.54,3.09,7.0,4400,57,938,1998-05-21,22260,60,371,
5501,male,adult,53.59,-97.11,15.34,15215,35,2622,1998-05-21,136344,24,5681,
6436,female,adult,16.67,-14.39,3.17,48390,18,7049,1998-05-22,495180,60,8253,
5699,female,adult,89.04,-392.66,4.15,33044,20,3562,1998-05-24,174960,24,7290,
5313,female,adult,13.17,-4.39,7.47,12469,48,1776,1998-05-27,43200,24,1800,
6234,female,adult,2.0,6.11,15.34,19679,34,6061,1998-05-28,5148,12,429,
6569,female,adult,16.67,-5.97,6.44,20299,50,7721,1998-05-28,45456,12,3788,
7202,female,adult,34.78,-298.87,4.03,30682,57,10812,1998-05-29,140688,48,2931,
5683,female,adult,34.78,-296.95,4.03,30520,57,3460,1998-05-29,140688,48,2931,
5034,female,adult,20.33,-24.14,5.94,15991,41,303,1998-05-30,112752,36,3132,
5435,male,adult,16.67,8.42,5.44,29471,23,2279,1998-06-01,314688,48,6556,
5815,male,adult,49.15,-451.21,7.39,42906,51,4116,1998-06-03,151200,36,4200,
5589,male,adult,96.86,-333.56,3.47,28242,50,3005,1998-06-05,390000,48,8125,
6746,female,adult,16.66,4.92,4.85,14559,35,8639,1998-06-06,185640,60,3094,
6790,male,adult,74.54,-177.39,3.86,8629,33,8919,1998-06-08,76104,24,3171,
6857,female,adult,8.94,-13.79,4.44,17006,34,9159,1998-06-08,69600,48,1450,
6450,female,adult,16.66,-8.83,15.34,26999,26,7099,1998-06-10,234336,48,4882,
7221,female,adult,16.67,-28.95,4.55,17117,46,10915,1998-06-11,152460,60,2541,
5527,male,adult,31.17,-271.59,3.86,28469,40,2728,1998-06-15,156420,60,2607,
5620,male,adult,27.6,-124.39,4.27,17829,44,3161,1998-06-16,30012,12,2501,
6215,female,adult,7.66,-4.06,3.2,20641,53,5944,1998-06-18,78720,48,1640,
7167,female,adult,16.67,-8.33,4.03,41239,18,10644,1998-06-18,269964,36,7499,
5823,male,adult,47.17,-253.87,15.34,38463,19,4144,1998-06-21,212976,36,5916,
6207,female,adult,16.67,-15.23,5.39,18195,34,5912,1998-06-23,184620,60,3077,
6932,male,kid,10.72,-5.61,9.64,41585,17,9491,1998-06-25,225504,48,4698,
5669,male,adult,24.07,-195.96,3.49,22534,33,3403,1998-06-27,71820,36,1995,
5154,female,adult,21.2,-114.92,7.39,16555,31,993,1998-07-01,108720,60,1812,
7168,female,kid,11.75,-11.15,5.44,48965,17,10645,1998-07-05,208332,36,5787,
5585,female,adult,86.75,-451.23,3.46,39537,42,2988,1998-07-08,88608,12,7384,
7200,male,adult,10.57,-25.07,5.14,5623,20,10799,1998-07-11,31140,60,519,
6539,female,adult,12.15,11.15,4.82,6728,24,7559,1998-07-11,12792,12,1066,
5774,male,adult,16.67,-32.57,9.07,18732,25,3916,1998-07-12,96984,36,2694,
6357,female,adult,8.06,-3.86,6.38,12841,18,6706,1998-07-12,64860,60,1081,
5042,male,adult,30.85,-29.24,3.47,22032,30,330,1998-07-12,331584,48,6908,
5015,female,adult,47.81,-51.27,7.0,19719,53,226,1998-07-12,109344,12,9112,
5354,male,adult,25.21,-30.37,5.92,20219,60,2000,1998-07-14,290820,60,4847,
6054,male,adult,49.48,-54.47,9.65,10391,56,5180,1998-07-16,58764,12,4897,
7295,female,adult,47.23,-152.52,9.65,20318,45,11328,1998-07-18,280440,60,4674,
5365,male,adult,44.03,-60.68,7.29,11976,26,2055,1998-07-19,271260,60,4521,
6755,male,adult,34.53,-123.31,3.48,15556,26,8713,1998-07-24,170700,60,2845,
5991,female,adult,16.67,-1.71,5.96,35633,19,4858,1998-07-27,335184,48,6983,
7035,male,adult,60.83,-318.33,4.44,34406,19,10005,1998-07-29,210744,36,5854,
5893,male,adult,16.66,-19.57,2.95,14784,29,4467,1998-08-03,86184,36,2394,
